date,GOOG.Open,GOOG.High,GOOG.Low,GOOG.Close,GOOG.Volume,GOOG.Adjusted,,
2020/8/4,1476.569946,1485.560059,1458.650024,1464.969971,1903500,1464.969971,,
2020/8/5,1469.300049,1482.410034,1463.459961,1473.609985,1979500,1473.609985,,
2020/8/6,1471.75,1502.390015,1466,1500.099976,1995400,1500.099976,,
2020/8/7,1500,1516.844971,1481.640015,1494.48999,1576600,1494.48999,,
2020/8/10,1487.180054,1504.074951,1473.079956,1496.099976,1289300,1496.099976,,
2020/8/11,1492.439941,1510,1478,1480.319946,1454400,1480.319946,,
2020/8/12,1485.579956,1512.385986,1485.25,1506.619995,1437700,1506.619995,,
2020/8/13,1510.339966,1537.25,1508.005005,1518.449951,1455200,1518.449951,,
2020/8/14,1515.660034,1521.900024,1502.880005,1507.72998,1354800,1507.72998,,
2020/8/17,1514.670044,1525.609985,1507.969971,1517.97998,1378300,1517.97998,,
2020/8/18,1526.180054,1562.469971,1523.709961,1558.599976,2027100,1558.599976,,
2020/8/19,1553.310059,1573.680054,1543.949951,1547.530029,1660600,1547.530029,,
2020/8/20,1543.449951,1585.869995,1538.199951,1581.75,1706900,1581.75,,
2020/8/21,1577.030029,1597.719971,1568.005005,1580.420044,1446500,1580.420044,,
2020/8/24,1593.97998,1614.170044,1580.569946,1588.199951,1409900,1588.199951,,
2020/8/25,1582.069946,1611.619995,1582.069946,1608.219971,2247100,1608.219971,,
2020/8/26,1608,1659.219971,1603.599976,1652.380005,3993400,1652.380005,,
2020/8/27,1653.680054,1655,1625.75,1634.329956,1861600,1634.329956,,
2020/8/28,1633.48999,1647.170044,1630.75,1644.410034,1499800,1644.410034,,
2020/8/31,1647.890015,1647.964966,1630.310059,1634.180054,1823400,1634.180054,,
2020/9/1,1636.630005,1665.72998,1632.219971,1660.709961,1826700,1660.709961,,
2020/9/2,1673.775024,1733.180054,1666.329956,1728.280029,2511200,1728.280029,,
2020/9/3,1709.713989,1709.713989,1615.060059,1641.839966,3107800,1641.839966,,
2020/9/4,1624.26001,1645.109985,1547.613037,1591.040039,2608600,1591.040039,,
2020/9/8,1533.51001,1563.86499,1528.01001,1532.390015,2610900,1532.390015,,
2020/9/9,1557.530029,1569,1536.051025,1556.959961,1774700,1556.959961,,
2020/9/10,1560.640015,1584.081055,1525.805054,1532.02002,1618600,1532.02002,,
2020/9/11,1536,1575.199951,1497.359985,1520.719971,1597100,1520.719971,,
2020/9/14,1539.005005,1564,1515.73999,1519.280029,1696600,1519.280029,,
2020/9/15,1536,1559.569946,1531.834961,1541.439941,1331100,1541.439941,,
2020/9/16,1555.540039,1562,1519.819946,1520.900024,1311700,1520.900024,,
2020/9/17,1496,1508.297974,1470,1495.530029,1879800,1495.530029,,
2020/9/18,1498.01001,1503.003052,1437.130005,1459.98999,3103900,1459.98999,,
2020/9/21,1440.060059,1448.359985,1406.550049,1431.160034,2888800,1431.160034,,
2020/9/22,1450.089966,1469.52002,1434.530029,1465.459961,1583200,1465.459961,,
2020/9/23,1458.780029,1460.959961,1407.699951,1415.209961,1657400,1415.209961,,
2020/9/24,1411.030029,1443.708984,1409.849976,1428.290039,1450200,1428.290039,,
2020/9/25,1432.630005,1450,1413.339966,1444.959961,1323000,1444.959961,,
2020/9/28,1474.209961,1476.800049,1449.301025,1464.52002,2007900,1464.52002,,
2020/9/29,1470.390015,1476.662964,1458.805054,1469.329956,978200,1469.329956,,
2020/9/30,1466.800049,1489.75,1459.880005,1469.599976,1700600,1469.599976,,
2020/10/1,1484.27002,1499.040039,1479.209961,1490.089966,1779500,1490.089966,,
2020/10/2,1462.030029,1483.199951,1450.920044,1458.420044,1284100,1458.420044,,
2020/10/5,1466.209961,1488.209961,1464.27002,1486.02002,1113300,1486.02002,,
2020/10/6,1475.579956,1486.76001,1448.589966,1453.439941,1245400,1453.439941,,
2020/10/7,1464.290039,1468.959961,1436,1460.290039,1746200,1460.290039,,
2020/10/8,1465.089966,1490,1465.089966,1485.930054,1187800,1485.930054,,
2020/10/9,1494.699951,1516.52002,1489.449951,1515.219971,1435300,1515.219971,,
2020/10/12,1543,1593.859985,1532.569946,1569.150024,2482600,1569.150024,,
2020/10/13,1583.72998,1590,1563.199951,1571.680054,1601000,1571.680054,,
2020/10/14,1578.589966,1587.68396,1550.530029,1568.079956,1931000,1568.079956,,
2020/10/15,1547.150024,1575.10498,1545.030029,1559.130005,1540000,1559.130005,,
2020/10/16,1565.849976,1581.130005,1563,1573.01001,1434700,1573.01001,,
2020/10/19,1580.459961,1588.150024,1528,1534.609985,1607100,1534.609985,,
2020/10/20,1527.050049,1577.5,1525.670044,1555.930054,2241700,1555.930054,,
2020/10/21,1573.329956,1618.72998,1571.630005,1593.310059,2568300,1593.310059,,
2020/10/22,1593.050049,1621.98999,1585,1615.329956,1433600,1615.329956,,
2020/10/23,1626.069946,1642.359985,1620.51001,1641,1375800,1641,,
2020/10/26,1625.01001,1638.23999,1576.5,1590.449951,1853300,1590.449951,,
2020/10/27,1595.670044,1606.844971,1582.780029,1604.26001,1229000,1604.26001,,
2020/10/28,1559.73999,1561.349976,1514.619995,1516.619995,1834000,1516.619995,,
2020/10/29,1522.359985,1593.709961,1522.23999,1567.23999,2003100,1567.23999,,
2020/10/30,1672.109985,1687,1604.459961,1621.01001,4329100,1621.01001,,
